,ID,TEXT,PET,LABEL,EUPH_STATUS
1197,1197,Opo awon agbaboolu to laami-laaka ni Netherlands lo ni [PET_BOUNDARY]ajosepo[PET_BOUNDARY] pelu Ajax,ajosepo,0,sometimes_euph
1893,1893,"[PET_BOUNDARY]owo po lowo mi[PET_BOUNDARY] , mi o le sanwo asoebi Bayo",owo po lowo mi,1,sometimes_euph
1789,1789,Nko ni [PET_BOUNDARY]gbe ebo koja orita[PET_BOUNDARY],gbe ebo koja orita,1,always_euph
2474,2474,Itakun to nin ki [PET_BOUNDARY]erin ma goke alo[PET_BOUNDARY],Erin ti goke Alọ,0,sometimes_euph
187,187,Àwọn onímọ̀ ṣàwárí [PET_BOUNDARY]iho[PET_BOUNDARY] hò ìyọ̀ tó gùn jù láyé' nítòsí ìbì tí ìyàwó Lọti inú Bíbélì ti di iyọ̀,iho,0,sometimes_euph
735,735,"Erin wo, ajanaku sun bi oke. Baba wa, Adebayo Faleti ti [PET_BOUNDARY]rewale asa[PET_BOUNDARY].",re wale asa,1,always_euph
177,177,"1 ANGẸLI karun si fun, mo si ri irawọ kan bọ́ si ilẹ lati ọrun wá: a si fi i [PET_BOUNDARY]iho[PET_BOUNDARY] a iho ọgbun fun u. 2 O si ṣí iho ọgbun na; ẹ̃fin si ru jade lati inu iho na wá, bi ẹ̃fin ileru nla; õrùn ati oju sanma si ṣõkun nitori ẹ̃fin iho na. 3 Ẽṣú si jade ti inu ẹ̃fin na wá sori ilẹ: a si fi agbara fun wọn bi akẽkẽ ilẹ ti li agbara. 4 A si sọ fun wọn pe ki nwọn ki o máṣe pa koriko ilẹ lara, tabi ohun tutù kan, tabi igikigi kan; bikoṣe awọn enia ti kò",iho,0,sometimes_euph
2019,2019,Bi Makinde ṣe gb [PET_BOUNDARY]Alejo[PET_BOUNDARY] Tinubu yii lo fidi ọrọ ti awọn eeyan n sọ labẹlẹ mulẹ pe gomina yii ko ni i ṣatilẹyin fun Alhaji Atiku Abubakar ti i ṣe oludije funpo aarẹ lorukọ ẹgbẹ oṣelu ẹ.,Alejo,0,sometimes_euph
1472,1472,[PET_BOUNDARY]onishina[PET_BOUNDARY] ni Bobo yi sha .,onishina,1,always_euph
2428,2428,"Iru [PET_BOUNDARY]Ere[PET_BOUNDARY] idaraya wo ni Football yii, ti wọn kii fi ẹsẹ gba a?",Ere,0,sometimes_euph
2359,2359,"Akọkọ, ki wọn tọkọtaya maa sere papọ, yatọ si akoko ibalopọ, ki wọn dijọ maa sere, ki wọn maa gbadun ara wọn, ki si maa kọk [PET_BOUNDARY]Igbadun[PET_BOUNDARY] badun lai lo ibalopọ, ki ara obinrin naa fi silẹ.",Igbadun,1,sometimes_euph
946,946,"Gbajú Gbajà Akọrin Sound Sulta [PET_BOUNDARY]jẹ́ Ọlọ́run nípè[PET_BOUNDARY] Nípè, Ó Kú Ní Ọmọ Odún Mẹ́rìnlélógójì",jẹ́ Ọlọ́run nípè,1,always_euph
453,453,se o mo ni pe [PET_BOUNDARY]alabara meji[PET_BOUNDARY] lobinrin yen,A-lá-bára-méjí,1,sometimes_euph
396,396,TI MO BA TIRI IDI LANDLADY MI！OKO MI MON DIDE. EJOWO [PET_BOUNDARY]kinni[PET_BOUNDARY] I KIN SE？,kinni,0,sometimes_euph
102,102,"Ninu ọrọ rẹ, Gomina Sule ki awọn alaṣẹ ileeṣẹ NNPCL ati ijọba apapọ Naijiria ku oriire, fun akitiyan wọn lati rii daju pe eto wiw [PET_BOUNDARY]epo[PET_BOUNDARY] po lẹkun Kolmani bẹrẹ loṣu kọkanla ọdun 2022.",epo,0,sometimes_euph
525,525,Àmọ́ kìí se gbogbo ènìyàn ló mọ pe kò yẹ kí àwọn máa fi ọ̀sẹ̀ [PET_BOUNDARY]Ojù ara[PET_BOUNDARY] ara nítorí ọ̀pọ̀lọpọ̀ ewu tó wà nínú rẹ.,Ojù ara,1,sometimes_euph
3,3,"BI [PET_BOUNDARY]nkan osu[PET_BOUNDARY] OBIRIN KOBA LO LASIKO...e je kia mu aso ti obirin naa fi s [PET_BOUNDARY]Àlejò[PET_BOUNDARY] jo yii, kia lo gbele lori ogan ikan kia wa fi aso yii si , ti awon ikan yii bati kole bo aso yi mole lojo yen naa ni [PET_BOUNDARY]nkan osu[PET_BOUNDARY]n naa ma dawo duro. Ire oo.",Àlejò,1,sometimes_euph
1778,1778,"Bi ijọba kan ba n ṣe bayii yawo, ti wọn n fi gbogbo owo ti wọn ba ri san gbese, wọn yoo sọ orile-ede naa d [PET_BOUNDARY]edun arinle[PET_BOUNDARY] lẹ pata ni.",edun arinle,1,always_euph
176,176,"Awọn Filistini si ko ara wọn jọ lati piyẹ, oko kan si wà nibẹ ti o kún fun ẹwẹ: awọn enia si sa kuro niwaju awọn Filistini. 12 O si duro lagbedemeji ilẹ na, o si gbà a silẹ, o si pa awọn Filistini: Oluwa si ṣe igbala nla kan. 13 Awọn mẹta ninu ọgbọ̀n olori si sọkalẹ, nwọn si tọ Dafidi wá li ak [PET_BOUNDARY]iho[PET_BOUNDARY] ikore ninu iho Adullamu: ọ̀wọ́ awọn Filistini si do ni afonifoji Refaimu. 14 Dafidi si wà ninu odi, ibudo awọn Filistini si wà ni Betlehemu nigbana. 15 Dafidi si k''ongbẹ, o wi bayi pe, Tani yio fun mi mu ninu omi kanga ti mbẹ ni Betlehemu, eyi ti o wà ni ihà ẹnu-bodè? 16 Awọn ọkunrin alagbara mẹta si la ogun awọn Filistini lọ, nwọn si fa omi lati inu kanga Betlehemu wá, eyi ti o wà ni iha ẹnu-bode, nwọn si mu tọ Dafidi wá",iho,0,sometimes_euph
544,544,"“Bi obinrin funra rẹ ba n fi ororo ra [PET_BOUNDARY]Ojù ara[PET_BOUNDARY] a rẹ loore koore, nigba to ba ya, oju ara naa yoo la, ti nnkan ọkunrin yoo si raye wọle to ba ya. Koda, irora yẹn yoo maa dinku diẹ diẹ, ti yoo si bori aisan naa.",Ojù ara,1,sometimes_euph
1271,1271,"OBO LI [PET_BOUNDARY]la[PET_BOUNDARY] , IBEERE ATI IDAHUN, ORO LORI ISO RA ENI PO",la,1,sometimes_euph
1101,1101,"Lose to koja la gbo pe okunrin ti won pe oruko e ni Yekinni Ayodele, ti won lo wa lati Ibadan bere si i pe ara re ni baale pelu itan pe awon baba nla oun lo te ilu Bakatari [PET_BOUNDARY]do[PET_BOUNDARY] o , eyi lo mu kawon omo ilu naa yari mo on lowo, ti won si ni oye naa ko to si i.",do,0,sometimes_euph
1702,1702,"Ninu atẹjade kan ti Alukoro ileeṣẹ ọlọpaa ipinlẹ Kwara, Ọgbẹni Ọkasanmi Ajayi, fi sita to tẹ ALAROYE lọwọ lo ti ṣalaye pe ọkunrin kan ti orukọ rẹ n jẹ Ọlayinka Sẹgun Owolabi lo fẹẹ gbẹmi ara rẹ, to si lọọ pokunso latari pe o [PET_BOUNDARY]ọmọ òrukàn[PET_BOUNDARY] kan, ati pe gbogbo nnkan dojuru fun un. Ọpẹlọpẹ ẹlẹyinju aanu kan to n kọja lọ to rin sasiko iṣẹlẹ naa to doola ẹmi rẹ, ti wọn si sare gbe e lọ si ileewosan aladaani kan ti wọn n pe ni Tobi, lagbegbe Taiwo, niluu Ilọrin, nibi to ti n gba itọju lọwọ bayii. Nigba ti wọn n fọrọ wa Owolabi lẹnu wo, o ni oun jẹ ọmọ agboole Alagbẹdẹ Abutu Ọyan, nijọba ibilẹ Odo-Ọtin, nipinlẹ Ọsun, ṣugbọn aye ti su oun pẹlu bi oun ṣe padanu iṣẹ ati awọn obi mejeeji, ti ko si si oluranlọwọ Kankan, bẹẹ ni ko si ireti nibi kan, eyi loun ṣe pinnu lati pa ara oun.",ọmọ òrukàn,1,always_euph
941,941,"Oro awon ti won n sejoba yii, ki eeyan fi senu ko [PET_BOUNDARY]dakẹ́[PET_BOUNDARY] e ni.",dakẹ́,0,sometimes_euph
2558,2558,Ajagun-fẹyinti Joṣhua Dongoyaro ti [PET_BOUNDARY]dagbere[PET_BOUNDARY] faye,Da gbere fun aye,1,always_euph
547,547,"""Ọkọ kọ̀ mí, mo fẹ́ jẹ májèlé torí mo bímọ tó [PET_BOUNDARY]Ojù ara[PET_BOUNDARY] ara takọtabo""",Ojù ara,0,sometimes_euph
2537,2537,"Baba Ilerioluwa Oladimeji Ayoba, olorin takasufe ti ọpọ mọ si Mohbad,to di oloogbe, Joseph Ayoba ni oun lala buruku ni o ku ọjọ meji ti ọmọ ou [PET_BOUNDARY]Jáde láyé[PET_BOUNDARY] ye.",Jáde láyé,1,always_euph
1196,1196,O se Pataki nitori [PET_BOUNDARY]ajosepo[PET_BOUNDARY] ati ifara eni sile ninu igbe aye igbeyawo toka fun aye ajosepoti o wa laaarin Kristi ati Ijo.,ajosepo,1,sometimes_euph
954,954,Sugbon ohun to se ni laaanu ni pe oku Fatai lawon gbe de osibitu Bowen nitori dokita to ye e wo fidi mule pe o ti [PET_BOUNDARY]jáde láyé[PET_BOUNDARY] .,jáde láyé,1,always_euph
917,917,"SA [PET_BOUNDARY]dakẹ́[PET_BOUNDARY] , okan mi, Oluwa re wa n’be. Enit’ o ti se ileri, Yio fe mu u se.",dakẹ́,0,sometimes_euph
1626,1626,"Ibadan mesi ògò, [PET_BOUNDARY]alo kí olóhun ó kígbe.[PET_BOUNDARY] e. Amúni ñje amúni, afinihàn ñjé afinihàn, èwo ni káàróò o ará Ibadan lojude Sódeké?",alo kí olóhun ó kígbe.,1,always_euph
1659,1659,"Ipinlẹ Ọṣun niṣẹlẹ yii ti waye lopin ọsẹ to kọja yii. Agbefọba Gbenga Martins, to ṣalaye bọrọ naa ṣe jẹ ni kootu Majisireeti ipinlẹ Ọṣun ti wọn wọ ọdaran naa lọ sọ pe iwa [PET_BOUNDARY]afọwọra[PET_BOUNDARY] ati ojukokoro ti mọ Victor lara, alabọrun si ti fẹẹ dẹwu fun un, tori eyi kọ ni igba akọkọ tọwọ awọn agbofinro n tẹ ẹ, wọn o si tori nnkan meji mu un ri, ole jija yii naa ni.",alafowora,1,always_euph
1860,1860,Mo ri awon [PET_BOUNDARY]ode[PET_BOUNDARY] pelu aja won nigba ti mo n bo lona,Olóde/ Bàbá òde,0,sometimes_euph
2043,2043,Ọkan lara awọn [PET_BOUNDARY]Alejo[PET_BOUNDARY] ninu abala mii lori eto 'Níbo láyé kọjú' tẹnu mọ ọ pe ọkunrin ti ko ba le san owo ile iwe ọmọ n ta ibukun rẹ ni.,Alejo,0,sometimes_euph
1130,1130,Ilé-Akogun: Jagunjagun naa ni o te adugbo yi [PET_BOUNDARY]do[PET_BOUNDARY] o Akogun sit un je Oloye pàtàkì ni ìlú,do,0,sometimes_euph
980,980,"Labe Ofin Mose, ti okunrin kan [PET_BOUNDARY]ba[PET_BOUNDARY] fipa [PET_BOUNDARY] ba [PET_BOUNDARY] odobinrin to ti ni afesona lopo ni “inu oko” ti ... ó sì ṣàgbèrè, torí pé ṣe ló “fi agbára mú un, tó sì [PET_BOUNDARY] bá [PET_BOUNDARY] a [PET_BOUNDARY] sùn [PET_BOUNDARY].",bá sùn,1,sometimes_euph
1057,1057,OBO sofunmi igbawo ni won tin [PET_BOUNDARY]do[PET_BOUNDARY] ee....,do,1,sometimes_euph
81,81,Obinrin to ba n se n[PET_BOUNDARY]nkan osu[PET_BOUNDARY] e n s [PET_BOUNDARY]epo[PET_BOUNDARY],epo,1,sometimes_euph
1613,1613,"Orukọ awọn firi-nidii-ọkẹ, [PET_BOUNDARY]alọ-kolohun-kigbe[PET_BOUNDARY] ẹda naa ni, Moses Adewale Abiọdun, Ṣeyi Oyenẹkan ati Mọnsuru Majẹkodunmi. Ninu alaye ti Alukoro ileeṣẹ ọlọpaa ipinlẹ Ogun, SP Abimbọla Oyeyẹmi, ṣe f’ALAROYE nipa iṣẹlẹ yii, o ni gbara ti wọn ti ji ọkọ ayọkẹlẹ naa, ti onimọto ọhun si ti lọọ fẹjọ sun lẹka ileeṣẹ ọlọpaa Oke-Itoku, lawọn ti fi i to gbogbo awọn agbofinro leti pe ki kaluku wọn bẹrẹ si i fimu finlẹ, ki wọn si maa ṣọ ọkọ ayọkẹlẹ to pe nọmba rẹ ni AAB 576 TF ọhun, iwakuwaa ṣaa n wa ohun to ba sọnu.",alo kí olóhun ó kígbe.,1,always_euph
1967,1967,"Pẹlu iyipada laipe ti Roe v. Wade, o nireti pe awọn iṣẹyun diẹ yoo wa, ti o yori si ilosoke ninu nọmba awọn ọmọ ti a fi silẹ fun isọdọmọ. Gẹgẹbi Ile-ijọsin, a ko le koju ọrọ iṣẹyun laisi tun sọrọ pataki ti isọdọmọ. Èrò tí kò tọ́ kan wà p [PET_BOUNDARY]ọmọ òrukàn[PET_BOUNDARY] òrukàn ní Amẹ́ríkà kì í ṣe ìṣòro pàtàkì nítorí ètò ìtọ́jú alágbàtọ́ tí ìjọba ń náwó sí. Sibẹsibẹ, a mọ pe eyi ko le jẹ siwaju si otitọ. Ni afikun si awọn ọmọde 100,000 ti o nilo awọn idile ti o duro pẹ titi, ifoju 700,000 awọn ọmọde kekere ni iriri aini ile ni aaye kan ni ọdun kan. Awọn ọmọde wọnyi nigbagbogbo sa lọ tabi yago fun titẹ si eto olutọju lapapọ nitori awọn iriri ipanilaya iṣaaju.",ọmọ òrukàn,1,always_euph
1687,1687,"Nígbà tí àwọn ẹbí, [PET_BOUNDARY]ọmọ òrukàn[PET_BOUNDARY] òrukàn àti àwọn mẹ̀kúnnù bá wà ní (ìjókòó) ogún pípín, ẹ fún wọn nínú rẹ̀ (ṣíwájú kí ẹ tó pín ogún), kí ẹ sì sọ̀rọ̀ dáadáa fún wọn.",ọmọ òrukàn,1,always_euph
968,968,"Aṣofin kan ni ipinlẹ Eko, Họnọrebu Sobur Ọlayiwọla Ọlawale ti [PET_BOUNDARY]jáde láyé[PET_BOUNDARY] e. Họnọrebu Ọlawale ti ọpọ mọ si Omititi, n ṣoju fun ẹkun Mushi keji ku ni ilu Jos lọjọ Iṣẹgun. Atẹjade kan ti agbẹnusọ fun ile igbimọ aṣofin ipinlẹ Eko fi sita fi idi iku rẹ mulẹ",jáde láyé,1,always_euph
1512,1512,Àwọn [PET_BOUNDARY]iyá[PET_BOUNDARY] wa,iyá,1,sometimes_euph
594,594,Àjọ tí ó ń rí sí ọ̀rọ̀ ẹ̀sìn ní Turkey ní àwọn obìnrin ò le dá nìk [PET_BOUNDARY]rin ìrìn àjò[PET_BOUNDARY] àjò,rin ìrìn àjò,0,sometimes_euph
865,865,"Olowu ti Owu nipinlẹ Ogun, Oba Olusanya Dosunmu Amororo Keji papoda, ni ọjọ kejila, oṣu Kejila, ọdun 2021, lẹyin aisan ọlọjọ diẹ. Ọdun 2005 ni Oba Dosunmu jẹ ọba, lẹyin ti O [PET_BOUNDARY]wàjà[PET_BOUNDARY] disa Odeleye waja lọdun 2003",wàjà,1,always_euph
951,951,"Ìyá kan tó jẹ́ ẹni ọdún mẹ́tàdínlọ́gbọ̀n tó ń kú lọ, tí yóò sì fi ọmọ mẹ́ta sáyé, sọ fún àlùfáà Kátólíìkì kan pé: “Mi ò fẹ́ kí o wá sọ fún mi pé bí Ọlọ́run ṣe fẹ́ ẹ nìyẹn. . . . Ọ̀rọ̀ yẹn máa ń run mí nínú.” Àmọ́ ṣebí ohun tí ọ̀pọ̀ ẹ̀sìn fi ń kọ́ni nípa ikú nì [PET_BOUNDARY]jẹ́ Ọlọ́run nípè[PET_BOUNDARY] ọn èèyàn lọ ń jẹ́ Ọlọ́run nípè.",jẹ́ Ọlọ́run nípè,1,always_euph
408,408,[PET_BOUNDARY]kinni[PET_BOUNDARY] nba fi san ore re T'o po bi iyanrin eti okun? Ona ope mi po o Baba Emi yo yin o titi aye,kinni,0,sometimes_euph
5,5,"ọwọ́-ẹran rẹ, nwọn o jẹ àjara rẹ ati igi ọ̀pọtọ rẹ, nwọn o fi idà sọ ilu olodi rẹ ti iwọ gbẹkẹle di ahoro. 18 Ṣugbọn li ọjọ wọnnì, li Oluwa wi, emi kì yio ṣe iparun nyin patapata. 19 Yio si ṣe, nigbati ẹnyin o wipe: Ẽṣe ti Oluwa Ọlọrun wa fi ṣe gbogbo ohun wọnyi si wa? nigbana ni iwọ o da wọn lohùn: Gẹgẹ bi ẹnyin ti kọ̀ mi, ti ẹnyin si nsìn ọlọrun ajeji ni ilẹ ny [PET_BOUNDARY]Àlejò[PET_BOUNDARY] ẹ̃ni ẹnyin o sin alejo ni ilẹ ti kì iṣe ti nyin.",Àlejò,0,sometimes_euph
1353,1353,"Ma foju on [PET_BOUNDARY]iranu[PET_BOUNDARY] wo mi Ife re lo n pami bi oti Mi o kise oniranu obinrin Bose nse ako, bena lo nse abo Bi ife sema nse okunrin toba ri obinrin towu Be gele na lose ma nse obinrin na tan bari okunrin to wu won Bakanna ni ife sejo ma nse wa Pipe timo ma n pe o Biba soro timo ma n ba e soro Sise aferi re timo ma nse aferi re Kise tipe moya didirin Be sini kise pe ori mi ope Ife re lo n pami bi oti Fifun timo n fun e ni nkan Fifi ife han si e ni gbogbo igba Titele oro ati ase enu re Bimo ba n gba ere ife fun e nigbakugba Timo nse ohun timo lagbara fun e lati fi ran e lowo Ki kuku sepe moya didirin Ife re lo n pami bi oti Bimo ba nse ode fun e Timo nse bi eni ti o le soro Timo nse igbiyanju lati je koda fun e Kise pe moya didirin Ife re lo n pami bi oti Bimi o bale se ki n ma pe e lojo kan Gbogbo igba nimo ma nfe lati ri e Bimi o ba ri e lojo kan, tabi ki n gbo ohun re Ara mi o ni bale Bimo ba nfi owo ara mi pe e Ki kuku sepe moya didirin Ife re lo n pami bi oti Boba n semi biki n di mo e",iranu,1,sometimes_euph
998,998,"Iya ọmọ naa ni ọmọdebinrin sọ fun oun pe ọkọ oun ti [PET_BOUNDARY]ba[PET_BOUNDARY] oun [PET_BOUNDARY] sun [PET_BOUNDARY] lati ọjọ kẹrinla oṣu kẹwaa, ti afurasi naa si n dunkoko pe oun yoo ṣekupa to [PET_BOUNDARY] [PET_BOUNDARY] ba [PET_BOUNDARY] sọ fun ẹnikẹni.""Kete ti iroyin de si agọ ileeṣẹ ọlọpaa ni Yewa ni wọn bẹrẹ iwadi ti ọwọ si ti tẹ ọkunrin afurasi naa""Nigba ti a bẹrẹ ifọrọwerọ pẹlu afurasi naa ni o jẹwọ pe otitọ nipe oun ṣe amọ isẹ eṣu ni",bá sùn,1,sometimes_euph
2287,2287,Mo [PET_BOUNDARY]Mu[PET_BOUNDARY] omi ti o wa ninu ferese lori tabili,Mu,1,sometimes_euph
1069,1069,OBO WUMI [PET_BOUNDARY]do[PET_BOUNDARY] LARO YII,do,1,sometimes_euph
2480,2480,[PET_BOUNDARY]Erin wo[PET_BOUNDARY] ! Orí Adé kan ti wàjà l'Oyo,Erin wo,1,always_euph
1998,1998,Won fe [PET_BOUNDARY]pa[PET_BOUNDARY] nan olorun wa won fe se mi lese,pa,0,sometimes_euph
1517,1517,[PET_BOUNDARY]iyá[PET_BOUNDARY] mi eleye,iyá,1,sometimes_euph
1144,1144,"Awọn ọmọ ile-iwe UM-Flint ti o ni ikẹkọ lọpọlọpọ ti o ṣe iranlọwọ fun ikẹkọ awọn ẹlẹgbẹ wọn nipa igbanilaaye, idasi aduro, akọ-ab [PET_BOUNDARY]ìbálòpọ̀[PET_BOUNDARY] opọ, ati idena iwa-ipa ibalopo.",ìbálòpọ̀,1,sometimes_euph
515,515,"Mo tiraka lati fa a jade, amọ o kọ, ko jade, ti ohun to n [PET_BOUNDARY]Ojù ara[PET_BOUNDARY] ara mi ko si sisẹ bo se yẹ.",Ojù ara,1,sometimes_euph
981,981,"Eyi toleju nipe [PET_BOUNDARY]nkan omokunrin[PET_BOUNDARY] mi to manro ti mo [PET_BOUNDARY][PET_BOUNDARY] bá[PET_BOUNDARY] sùn [PET_BOUNDARY] pelu iyawo mi, oti san bayi lehin ti mo lo ogun yin.",bá sùn,1,sometimes_euph
219,219,Okunrin ti mo pade lode Bose ni [PET_BOUNDARY]arákùnrin[PET_BOUNDARY] to kere sugbon o mo rese,arákùnrin,1,sometimes_euph
434,434,Soji wipe oun ni irora ni  [PET_BOUNDARY]àyà[PET_BOUNDARY]  e,àyà or igbaya,0,sometimes_euph
1228,1228,"mo nife e pupo, [PET_BOUNDARY]je[PET_BOUNDARY] e ka ma je ise ara wa",je,1,sometimes_euph
1771,1771,[PET_BOUNDARY]Àkàrà tu sépo[PET_BOUNDARY] fún ayédèrú ọ̀gágun tó fi Khaki lú jìbìtì N266.5m Àlàyé rèé lórí bí àṣírí ayédèrú ọ̀gágun náà ṣe tú sọ́wọ́ ìjọba:,Àkàrà tu sépo,1,sometimes_euph
1897,1897,"Ki [PET_BOUNDARY]onibisi[PET_BOUNDARY] tobani Arun Inu ati eyin se itonu Ara nibe, koledi olomon",onibisi,1,always_euph
241,241,"Elomiran ti wọn tun ṣekọlu si ni [PET_BOUNDARY]arákùnrin[PET_BOUNDARY] Tayo Oyelola, ti wọn si sa ni ada nibi iwọde naa",arákùnrin,0,sometimes_euph
2009,2009,"Mo ma n wa omo obinrin to dun, ti mo ma do [PET_BOUNDARY]pa[PET_BOUNDARY] a",pa,1,sometimes_euph
1233,1233,"tí a bá sọ pé k’ẹlẹpọn máa [PET_BOUNDARY]j’ẹpọn[PET_BOUNDARY] , onípa l’ó máa kọkọ yó",je,1,sometimes_euph
1990,1990,"Nitori aaye igbọkọsi, ọmọ lanlọọdu gun ayalegbe baba rẹ [PET_BOUNDARY]pa[PET_BOUNDARY] a",pa,0,sometimes_euph
685,685,"“Nísinsin yìí èmi ti fẹ́ máa lọ sí [PET_BOUNDARY]ibi[PET_BOUNDARY] tí àwọn [PET_BOUNDARY] àgbà ń rè [PET_BOUNDARY] . Ẹ mọ̀ pẹ̀lú gbogbo ọkàn yín àti àyà yín pé, kò sí ohun kan tí ó kùnà nínú àwọn ìlérí rere gbogbo tí Olúwa Ọlọ́run yín fi fún un yín. Gbogbo ìlérí tó ti ṣe kò sí ọ̀kan tí ó kùnà.",re ibi àgbà ń rè,1,always_euph
1872,1872,"Ko ya kuro nibi bayi, ti ba gba e mu, seni mo ma na [PET_BOUNDARY]olorire omo[PET_BOUNDARY] omo",olorire omo,1,sometimes_euph
73,73,O ṣeeṣe ki wọn lo oogun naa titi di ọjọ ori to yẹ ki [PET_BOUNDARY][PET_BOUNDARY]nkan oṣu[PET_BOUNDARY][PET_BOUNDARY] dawọ duro (boya bi ọdun mọkanlelaadọta).,nǹkan oṣù,1,always_euph
337,337,"Ti o ba la ala wipe o nba ajoji eniyan lopo ti o nda omira ti o ji pada saye ti gbogbo [PET_BOUNDARY]abẹ[PET_BOUNDARY] re tutu, ibaa je okunrin tabi obinrin lo la ala be ala buburu ni Olorun o ni je ki a ri iku omo laye wa.",abẹ,1,sometimes_euph
744,744,[PET_BOUNDARY]Opo[PET_BOUNDARY] ti a fi sa awon aso wa sorun ti [PET_BOUNDARY] ye [PET_BOUNDARY],opo ye,0,sometimes_euph
2189,2189,Ara awon ohun buburu to nsele ni naijiria ti afi sope a ko fe [PET_BOUNDARY]Ibasepo[PET_BOUNDARY] mo niyen. Orile ede Yoruba lafe.,Ibasepo,0,sometimes_euph
433,433,Mimu ọmọ pẹlu ọmu [PET_BOUNDARY]igbaya[PET_BOUNDARY],àyà or igbaya,1,sometimes_euph
477,477,"Agba oṣere tiata Yoruba, Adenike Adegboye, ti ọpọ awọn ololufẹ rẹ mọ s [PET_BOUNDARY]iyá ìbèjì[PET_BOUNDARY] ji omo araye le ti di onile tuntun.",iyá ìbèjì,0,sometimes_euph
1996,1996,"Uncle,ha Alhaji, e take it easiiiiii, nau. Se [PET_BOUNDARY]pa[PET_BOUNDARY] pa mi ni ?",pa,1,sometimes_euph
860,860,"Oba Abdulyekeen Ayinla Oladipupo Kẹrin, Onikoyi ti Ikoyi Ile nipinlẹ Oyo [PET_BOUNDARY]wàjà[PET_BOUNDARY] ja ni ọjọ kẹjọ, oṣu Kẹrin, ọdun 2022.",wàjà,1,always_euph
1460,1460,Se ẹ ranti omodebinrin akékọọ Fasiti Obafemi Awolowo to wa nilu Ile Ife nipinle Osun to jabo sinu koto ile [PET_BOUNDARY]ìgbọ̀nsẹ̀[PET_BOUNDARY] lasiko to n sa aṣọ lọwọ?,se ìgbọ̀nsẹ̀,1,always_euph
2420,2420,"Iyalẹnu si lo jẹ pe akẹkọọbinrin akẹẹgbẹ wọn, toun naa n kopa ninu [PET_BOUNDARY]Ere[PET_BOUNDARY] e idaraya yii, lo jẹ alakoso ikọ elere Football naa, ti wọn n pe ni Captain. Aisha Shoneye ni orukọ rẹ, ọmọdebinrin ọmọ ọdun mẹtadinlogun to tukọ ẹgbẹ agbabọọlu naa, titi wọn fi se oriire.",Ere,0,sometimes_euph
1335,1335,Mo ma fo eti e to ba [PET_BOUNDARY]sunmo[PET_BOUNDARY] mi,sunmo,0,sometimes_euph
2264,2264,Ero mi ninu apileko yii da lori awon oro ayalo ninu ede Yoruba nipase [PET_BOUNDARY]Ajosepo[PET_BOUNDARY] ti o ti wa laarin ede naa ati ede Oyinbo ni orile-ede Naijiria.,Ajosepo,0,sometimes_euph
2388,2388,"Bi awọn eto naa ba si se n waye, ni BBC Yoruba yoo maa mu wa fun [PET_BOUNDARY]Igbadun[PET_BOUNDARY] n yin.",Igbadun,0,sometimes_euph
680,680,"[PET_BOUNDARY]erin wo[PET_BOUNDARY] ! Alaafin Ọyọ, Ọba Lamidi Ọlayiwọla Adeyẹmi, ti waja",erin wo,1,sometimes_euph
2237,2237,Amo ti o ba jepe awon afesona meji ni won la ala wipe awon ba ara awon ni [PET_BOUNDARY]Ajosepo[PET_BOUNDARY] o lewu fun awon mejeji kiwon ferawon tori won kise aya ati Oko ara won rara.,Ajosepo,1,sometimes_euph
93,93,"Adari agba ileeṣẹ NNPC, Mele Kyari ṣalaye eyi ninu atẹjade kan to fi si oju opoTwitter rẹ lẹyin to ṣe abẹwo si gomina ipinlẹ Nasarawa, Abdullahi pe, igbesẹ naa wa lara awọn eto wi [PET_BOUNDARY]epo[PET_BOUNDARY] epo rọbi lawọn agbegbe to jina si ori omi ni Naijiria.",epo,0,sometimes_euph
745,745,"[PET_BOUNDARY]ile[PET_BOUNDARY] ti [PET_BOUNDARY] baje [PET_BOUNDARY] , baba ti ku",ile baje,1,always_euph
2282,2282,Jọwọ mo lero bi mi [PET_BOUNDARY]Mu[PET_BOUNDARY] obo eyikeyi iyaafin tabi obinrin ti o mọ ni ibadan?,Mu,1,sometimes_euph
1587,1587,O̩ro̩ ̀awo̩n o̩lo̩pa ò ti le̩ le ti eniyan bá ti mo̩ ba t [PET_BOUNDARY]owo kuduru[PET_BOUNDARY] o̩wo̩ kúdúru,owo kuduru,1,always_euph
902,902,Awon ti o wa lehin Obasanjo ko [PET_BOUNDARY]dakẹ́[PET_BOUNDARY] sa o. Won ni o se pataki ki eto ijoba olori-jori ti Obasanjo gun le maa te siwaju.,dakẹ́,0,sometimes_euph
247,247,"[PET_BOUNDARY]arákùnrin[PET_BOUNDARY] toju aya re,tobaje eyokan ni tojure dada,tobaje meji,meta,tabi merin niwan masefi ikan kekan,nitori wipe olewu pupo fun o,tobadi ojo ale,Eni aponle Eni iyi,Eni eye,ni awan obinrin wa,sugbon okunrin tobamo iyi wura wan,niwan ta fun",arákùnrin,0,sometimes_euph
1721,1721,"Ejowo Oluwatoyin fe wa kimi nile Kode WA Mo, mode tilo agbo [PET_BOUNDARY]jedi[PET_BOUNDARY] i Oko mi Kan le kale, obirin🙎 wo lo le ranmilowo, Mowa ni Apata Ibadan 🙏🙏🙏...",jedi,1,always_euph
